bathrooms,bedrooms,condition,date,floors,grade,id,lat,long,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated,zipcode
1.75,3,4,20141107T000000,1,7,5437810360,47.1983,-122,224500,1300,0,1300,1300,7735,8941,0,0,1980,0,98022
1,3,3,20140826T000000,1,7,5163700085,47.3887,-122.22,260000,1790,0,1790,1660,11884,11513,0,0,1951,0,98031
1,2,3,20150423T000000,1.5,8,1794500360,47.6391,-122.36,865000,1470,0,1470,1760,5400,3573,0,0,1912,0,98119
3,5,4,20150505T000000,1,8,1777600450,47.5696,-122.127,730000,1550,950,2500,2580,11779,12055,0,0,1971,0,98006
1,2,3,20150326T000000,1.5,7,4083800555,47.6646,-122.339,550000,980,0,980,1450,3080,3333,0,0,1910,1946,98103
2,3,3,20140820T000000,2,7,3359500096,47.6741,-122.323,645000,2130,0,2130,2010,4000,4000,0,0,1908,0,98115
1.75,3,3,20141008T000000,1,7,4024100090,47.7583,-122.306,250000,1360,0,1360,1360,16000,12939,0,0,1978,0,98155
3.5,3,3,20150122T000000,2,9,7228501910,47.6159,-122.306,507200,1360,270,1630,1580,1329,1319,0,0,2000,0,98122
2.5,4,4,20140812T000000,1,8,7183000120,47.336,-122.334,380000,1300,1200,2500,2500,11070,11070,2,0,1964,0,98003
1.75,4,3,20140814T000000,1,8,7527000090,47.6555,-122.086,540000,1450,810,2260,2980,19500,19500,2,0,1971,0,98074
2.5,3,3,20140617T000000,1,8,8682281080,47.7067,-122.013,738500,2300,0,2300,1640,6009,5931,0,0,2005,0,98053
1,3,4,20150129T000000,1,7,2525310040,47.365,-122.028,206000,1060,0,1060,1500,10350,9660,0,0,1980,0,98038
1,2,3,20150317T000000,1,6,5589300210,47.7523,-122.311,265000,940,0,940,1450,9458,9458,0,0,1948,0,98155
0.75,1,1,20150120T000000,1,5,4008400515,47.4396,-122.104,190000,780,0,780,1750,77603,30847,0,0,1945,0,98058
1,3,5,20140628T000000,1,7,3268000040,47.5234,-122.177,339900,1200,0,1200,1250,9087,11826,0,0,1969,0,98056
2.5,6,4,20141226T000000,1,7,1022059123,47.4126,-122.165,250000,1340,1250,2590,2474,10890,10454,0,0,1970,0,98042
1,3,4,20140801T000000,1,7,3013300968,47.5309,-122.382,416500,1100,0,1100,1630,4184,4366,0,0,1965,0,98136
2.5,4,3,20150407T000000,2,8,7853220740,47.5339,-121.854,575000,2890,0,2890,2640,9775,7184,2,0,2004,0,98065
1.75,3,3,20140609T000000,1,7,3574801490,47.7316,-122.224,385000,1230,0,1230,1930,7500,8747,0,0,1987,0,98034
1,3,3,20141009T000000,1,7,2987400025,47.4988,-122.168,253000,1030,0,1030,1160,6250,7250,0,0,1960,1997,98056
1,3,3,20140902T000000,1,7,0625049313,47.6897,-122.337,460000,1140,0,1140,1370,4600,5000,0,0,1942,0,98103
2.5,4,4,20140807T000000,3,9,6169901085,47.632,-122.369,1.445e+006,2600,600,3200,2490,3600,4080,3,0,1997,0,98119
1,2,3,20150304T000000,1,7,9212900300,47.6897,-122.294,492000,950,0,950,1440,6000,6000,0,0,1942,0,98115
2,4,4,20141016T000000,1,7,2520069100,47.1924,-121.988,275000,1060,900,1960,1460,30480,8914,2,0,1972,0,98022
3.25,5,5,20140521T000000,1.5,8,2623069031,47.4564,-122.004,542500,2010,1000,3010,2450,1074218,68825,0,0,1931,0,98027
1,2,3,20140701T000000,1,6,7625703945,47.5447,-122.394,345000,1080,0,1080,1730,7775,7350,0,0,1955,0,98136
2.75,4,3,20150421T000000,1,8,9238480120,47.7726,-122.139,575000,1530,1200,2730,2310,35075,35000,0,0,1979,0,98072
2.5,5,3,20150504T000000,1,7,0626049058,47.7753,-122.355,275000,1300,1270,2570,1760,17234,7969,0,0,1959,0,98133
4.5,6,3,20140722T000000,2,8,0125059138,47.6795,-122.104,510000,3300,0,3300,2470,7561,7561,0,0,1980,0,98052
3.5,4,5,20150401T000000,2,10,9185700485,47.6277,-122.286,2.538e+006,2970,1380,4350,4190,6000,7200,0,0,1908,0,98112
3.5,3,3,20140909T000000,2,9,2523089110,47.4419,-121.736,830000,2870,950,3820,2500,145054,95950,3,0,1999,0,98045
2.5,4,3,20141121T000000,2,9,3825310540,47.7047,-122.128,640000,2260,0,2260,2680,5172,5172,0,0,2004,0,98052
2.75,4,3,20141014T000000,2,7,7202340590,47.6777,-122.035,702000,3880,0,3880,2620,15025,5300,0,0,2004,0,98053
2.5,3,4,20141119T000000,1,9,1952200410,47.6402,-122.314,960000,1450,560,2010,2380,6857,6370,0,0,1955,0,98102
1,3,3,20150429T000000,1,7,7137900410,47.3188,-122.174,190000,950,0,950,1360,7610,7938,0,0,1983,0,98092
2.25,3,4,20141009T000000,1,8,7105600085,47.6809,-122.119,500000,1290,440,1730,1730,13040,11016,0,0,1988,0,98052
2.5,3,3,20140714T000000,2,9,1461200040,47.4724,-122.147,529000,3070,0,3070,3070,22098,21803,0,0,1995,0,98059
1.75,3,3,20140613T000000,1,7,6675500035,47.7293,-122.227,435000,1500,0,1500,1970,8173,8173,0,0,1997,0,98034
1.75,3,4,20150303T000000,1,8,4322500110,47.5346,-122.391,670000,1260,900,2160,2090,5760,5760,0,0,1954,0,98136
2.25,3,3,20150507T000000,2,7,6064800090,47.5419,-122.289,365000,1750,210,1960,1760,1985,1985,0,0,2003,0,98118
3,5,3,20141204T000000,1,9,8085400355,47.6363,-122.207,1.27e+006,2250,1700,3950,1890,9520,9520,0,0,1953,2002,98004
1,3,4,20140925T000000,1.5,6,0943100220,47.5697,-121.898,465000,1100,0,1100,1100,145490,11610,0,0,1915,0,98024
1.5,3,3,20150107T000000,1,7,0854000165,47.4536,-122.33,285000,1400,0,1400,1280,7582,7872,0,0,1956,0,98148
1,3,3,20150205T000000,1.5,6,1443500905,47.5328,-122.275,219950,920,100,1020,1230,4960,7335,0,0,1926,0,98118
1.5,3,4,20141117T000000,1,7,4031700210,47.2925,-122.284,220000,1600,0,1600,2880,10548,13609,0,0,1962,0,98001
4.5,6,4,20140709T000000,2,8,6169900580,47.6301,-122.369,1.465e+006,2360,1870,4230,3450,6420,4085,3,0,1916,0,98119
3.5,5,3,20141020T000000,2,9,4232401265,47.6217,-122.309,1.11275e+006,2060,1030,3090,2240,3600,3904,0,0,2000,0,98112
2.5,2,3,20150417T000000,1,8,8682290410,47.7226,-122.03,694000,2320,0,2320,1680,9311,4765,0,0,2007,0,98053
2.5,3,3,20150403T000000,2,9,3904902430,47.5634,-122.016,620000,2440,0,2440,2500,10363,10728,0,0,1988,0,98029
1,3,3,20140821T000000,1,6,0114101540,47.7552,-122.229,415000,1760,260,2020,1780,19210,14469,0,0,1949,0,98028
3,3,3,20150223T000000,2,10,1025069106,47.6692,-122.028,765000,3270,0,3270,1870,38088,37457,0,0,1992,0,98053
1.75,4,5,20140715T000000,1,8,3179101945,47.6753,-122.278,864000,1220,1040,2260,2240,6600,6600,0,0,1948,0,98115
2,5,3,20141204T000000,2,7,3083000355,47.5799,-122.305,385000,2020,0,2020,1960,4000,4000,0,0,1950,0,98144
1,3,3,20150113T000000,1,7,1741700040,47.6745,-122.197,725000,1000,0,1000,1370,19969,7962,0,0,1951,0,98033
2.25,4,4,20140617T000000,1,7,1828001130,47.6561,-122.13,545000,1590,440,2030,1960,11585,8977,0,0,1967,0,98052
1.75,3,4,20150411T000000,1,9,3211580210,47.3747,-122.164,299900,1730,0,1730,2120,9893,9108,0,0,1988,0,98042
1.75,3,4,20150507T000000,1,8,1036000610,47.6327,-122.097,639500,2010,0,2010,2030,8072,8055,0,0,1974,0,98052
1.5,4,3,20150317T000000,1,7,3378100100,47.455,-122.198,345000,1160,380,1540,1540,7168,7176,0,0,1964,0,98055
4,6,3,20150330T000000,2,11,9286000150,47.5503,-122.137,1.125e+006,3950,1380,5330,4590,18116,16900,0,0,2000,0,98006
1,2,3,20150316T000000,1,6,7254200040,47.6013,-122.299,345000,780,180,960,1400,2700,3000,0,0,1904,0,98144
2,3,4,20150421T000000,1,7,8827900690,47.67,-122.295,600000,730,730,1460,1780,2800,4560,0,0,1921,0,98105
1.75,4,4,20141104T000000,1,7,9202500150,47.5122,-122.181,355000,1360,800,2160,1880,7417,8022,0,0,1983,0,98056
2.75,3,3,20140909T000000,1.5,9,1786810040,47.6491,-122.12,698000,2260,380,2640,2640,11957,12641,0,0,1978,0,98052
2.25,4,3,20140616T000000,2,8,8078410210,47.637,-122.029,566000,2170,0,2170,1850,7737,8869,0,0,1987,0,98074
2.5,3,3,20140723T000000,2,8,3905100210,47.5691,-122.007,449950,1530,0,1530,1720,3840,3985,0,0,1994,0,98029
1,3,4,20150116T000000,1,8,5592900015,47.4821,-122.192,404600,1270,300,1570,2440,7727,7727,2,0,1958,0,98056
1,3,3,20140624T000000,1,7,7522700110,47.368,-122.314,258000,1120,370,1490,1490,7435,7530,0,0,1969,0,98198
2,4,4,20150429T000000,2,7,5253300243,47.7494,-122.337,415000,1960,0,1960,1580,10559,7769,0,0,1955,0,98133
2.25,4,3,20140812T000000,2,8,6669020490,47.3742,-122.284,320000,2190,0,2190,2170,9020,8400,0,0,1978,0,98032
2.5,3,3,20141126T000000,2,7,5104510540,47.3552,-122.015,295000,1690,0,1690,1830,4102,4733,0,0,2003,0,98038
2,5,4,20140527T000000,1,7,3579700100,47.7325,-122.245,389000,1190,1140,2330,1830,10750,10180,0,0,1962,0,98028
1.75,3,3,20140821T000000,1,7,8643200035,47.3943,-122.311,299900,1470,0,1470,2230,27000,14186,0,0,1958,0,98198
2.5,3,3,20150415T000000,2,7,2781250100,47.3504,-122.026,394000,2550,0,2550,2640,5349,5400,0,0,2004,0,98038
2,4,5,20150202T000000,1.5,7,3885807255,47.6807,-122.199,762000,2130,0,2130,1490,5500,6000,0,0,1939,0,98033
2.75,4,4,20140613T000000,1.5,8,1774230090,47.7632,-122.089,697000,3650,0,3650,2820,48351,53143,0,0,1978,0,98077
2.5,3,3,20150330T000000,2,9,3521069146,47.2666,-122.015,485000,2420,920,3340,2760,70131,116740,0,0,1994,0,98022
1,2,5,20141008T000000,1,6,0424500100,47.4959,-122.172,189900,800,0,800,1100,5600,6000,0,0,1955,0,98056
2.75,3,3,20150105T000000,3,11,3761700053,47.7205,-122.26,2.15e+006,3470,0,3470,4130,9610,11875,4,1,1989,2000,98034
1.5,3,4,20141118T000000,1,6,2685600090,47.5492,-122.3,345000,1030,0,1030,1420,6969,6000,0,0,1921,0,98108
2,3,5,20140729T000000,1,7,6381500065,47.7326,-122.307,376500,1630,0,1630,1470,7800,7800,0,0,1950,0,98125
2,3,3,20141024T000000,2,7,9294300515,47.6828,-122.267,775000,2010,0,2010,2450,7017,6045,3,0,1951,1988,98115
1,3,4,20141016T000000,1.5,6,2769602840,47.6751,-122.362,450000,1360,0,1360,1820,3737,4500,0,0,1910,0,98107
2.25,4,4,20141210T000000,1,8,2526039156,47.7077,-122.371,760000,1480,560,2040,2330,8315,8940,0,0,1958,0,98177
2.5,4,3,20141007T000000,2,8,7852140100,47.5396,-121.882,569000,2830,0,2830,2470,10954,10443,0,0,2003,0,98065
1.5,3,3,20140917T000000,1,7,5522600205,47.7013,-122.369,500000,1280,760,2040,1970,6750,6750,0,0,1950,0,98117
2,2,3,20141211T000000,1.5,8,1370802620,47.6384,-122.403,592500,1340,0,1340,2210,5350,5350,0,0,1941,0,98199
2.5,4,3,20150304T000000,2,9,8079100210,47.5648,-122.01,620000,2130,0,2130,2150,9139,8178,0,0,1988,0,98029
4.25,5,3,20140515T000000,2,9,0644200040,47.5871,-122.192,1e+006,2900,1020,3920,2540,16258,12131,0,0,1990,0,98004
2.5,3,3,20150319T000000,2,9,9808640090,47.6506,-122.202,815000,2415,0,2415,2660,2186,2165,1,0,1981,0,98033
2.75,5,3,20150323T000000,2,10,5104531120,47.3525,-122.002,775000,3750,0,3750,3120,12077,7255,4,0,2005,0,98038
1,3,4,20140716T000000,1,7,3575303970,47.6169,-122.062,340000,1010,0,1010,1230,7500,7500,0,0,1975,0,98074
1.75,2,4,20140915T000000,1,6,6413100090,47.7132,-122.321,458000,990,0,990,840,5850,6110,0,0,1942,0,98125
1.5,2,3,20140917T000000,2,7,2475200870,47.4723,-122.19,250000,1200,0,1200,1530,5773,4576,0,0,1985,0,98055
1,2,3,20141009T000000,1,6,3423059081,47.4305,-122.157,151600,1060,0,1060,2320,16988,10580,0,0,1954,0,98058
2.5,4,3,20140527T000000,2,7,1137410040,47.5012,-122.15,515000,3200,0,3200,2480,6473,6140,0,0,2005,0,98059
1,2,3,20150327T000000,1,6,3352400330,47.5039,-122.266,216000,1010,800,1810,1810,10360,10360,0,0,1946,0,98178
1.75,3,4,20150309T000000,1,7,2781320100,47.1764,-122.026,245000,1670,0,1670,1810,24650,19465,0,0,1974,0,98022
2.75,3,4,20140625T000000,1,8,8894000040,47.7128,-122.365,645000,1850,0,1850,2470,16960,13761,2,0,1953,0,98177
1,3,3,20140903T000000,1,7,3333000775,47.5433,-122.283,249900,1100,0,1100,1020,5000,5000,0,0,1960,0,98118
1.75,3,3,20140709T000000,1,7,9274204230,47.5859,-122.385,410000,830,830,1660,1660,6250,5750,0,0,1980,0,98116
1.75,6,3,20150313T000000,1.5,7,3972900025,47.7661,-122.313,499000,1400,1000,2400,1980,7500,7500,0,0,1975,0,98155
3.25,5,4,20140529T000000,1,8,1159400220,47.6154,-122.168,790000,1890,1010,2900,2590,12160,12160,0,0,1967,0,98005
2.25,1,3,20140520T000000,1,7,3876313030,47.7352,-122.17,458000,1470,670,2140,1980,10350,8400,0,0,1976,0,98072
2.5,4,3,20140805T000000,2,8,2856100515,47.6768,-122.39,925000,1940,730,2670,1470,5100,4080,0,0,1929,2010,98117
1,3,4,20140625T000000,1,6,4239400730,47.3155,-122.182,152000,1090,0,1090,1090,3264,3330,0,0,1969,0,98092
2.5,3,4,20140923T000000,2,8,1826059042,47.7397,-122.209,402000,1970,0,1970,2640,12205,9636,0,0,1990,0,98011
2,2,3,20150326T000000,2,7,3869900155,47.5426,-122.387,340000,980,270,1250,1270,1178,1242,0,0,1996,0,98136
2.5,4,4,20150326T000000,2,10,2600010220,47.559,-122.162,1.25e+006,3690,350,4040,3770,11350,12382,2,0,1984,0,98006
2.5,4,3,20141117T000000,2,10,9290870040,47.6854,-122.053,775000,3220,0,3220,3090,38448,38448,0,0,1993,0,98053
1,2,3,20150319T000000,1,6,5347200175,47.5185,-122.376,299800,810,500,1310,1300,2814,1344,0,0,1944,0,98126
2.25,4,3,20140908T000000,1,7,3810000455,47.4984,-122.23,340000,1300,760,2060,1990,8400,7383,0,0,1960,0,98178
2.25,3,3,20140502T000000,2.5,9,1962200037,47.6498,-122.321,626000,1470,280,1750,2410,1572,3050,0,0,2005,0,98102
1,2,3,20141007T000000,1,7,0795001930,47.5081,-122.33,324950,1150,0,1150,1390,9186,10690,0,0,1946,0,98168
2.5,3,3,20150223T000000,2,8,3905080730,47.5689,-121.995,535500,2050,0,2050,2050,4976,5153,0,0,1994,0,98029
3.25,3,3,20140905T000000,2,10,8651611110,47.6338,-122.063,817500,3230,0,3230,3230,7639,7772,0,0,1999,0,98074
3.5,4,3,20140812T000000,2,9,5411600210,47.6136,-122.041,810000,2940,1230,4170,2970,4322,4922,0,0,2005,0,98074
1.5,5,4,20150408T000000,1.5,6,7519000665,47.6853,-122.362,565000,1220,720,1940,1830,3430,4120,0,0,1926,0,98117
1.5,3,3,20141125T000000,1.5,9,4217400120,47.6604,-122.28,978000,1690,700,2390,2350,4000,4000,0,0,1936,0,98105
1,3,3,20150112T000000,1,8,3586500665,47.7553,-122.37,530000,1440,0,1440,2430,27505,16400,0,0,1951,0,98177
2.5,4,3,20141007T000000,2,7,2582500110,47.3287,-122.169,305000,2230,0,2230,2230,6487,6882,0,0,2003,0,98092
2.5,3,3,20140609T000000,3,8,6749700031,47.6977,-122.349,345000,1210,0,1210,1190,1420,1407,0,0,2008,0,98103
2,2,3,20150219T000000,1.5,7,4136800205,47.4982,-122.221,258000,750,0,750,1140,6553,7500,2,0,1945,0,98178
1,4,3,20150330T000000,1.5,7,3438503120,47.5393,-122.351,275000,1770,0,1770,1580,7345,7345,0,0,1966,0,98106
1,3,3,20150324T000000,1,7,1922069089,47.3836,-122.082,310000,1020,0,1020,1490,55756,12745,0,0,1961,0,98042
2,3,4,20140603T000000,1,7,4099501215,47.5885,-122.245,713250,2050,0,2050,2910,9000,8856,0,0,1951,0,98040
1,3,3,20150508T000000,1,8,3325069025,47.6064,-122.039,500000,1480,520,2000,2000,21780,45738,0,0,1978,0,98074
1.75,3,4,20140911T000000,1,8,4058200985,47.5044,-122.235,472000,1090,1090,2180,2180,7200,7140,3,0,1954,0,98178
1,3,3,20140711T000000,1,7,3031200246,47.5369,-122.291,250000,920,0,920,1320,4429,7860,0,0,1952,0,98118
2.25,4,3,20141002T000000,2,9,0624101110,47.7241,-122.065,725000,3440,0,3440,3250,14237,18365,0,0,1982,0,98077
2,3,4,20140629T000000,1,7,4046700210,47.6886,-121.911,345000,1610,0,1610,1610,15005,15479,0,0,1986,0,98014
1.5,3,3,20150115T000000,1,7,2916200065,47.723,-122.353,460000,1470,400,1870,1340,15685,7620,0,0,1936,0,98133
1,2,5,20140602T000000,1,7,6141100038,47.7184,-122.355,440150,1000,110,1110,1410,6800,6963,0,0,1947,0,98133
1.75,3,3,20141104T000000,1,7,2806800090,47.7763,-122.209,390000,1270,930,2200,1850,8036,7563,0,0,1978,0,98011
1,2,3,20150504T000000,1,6,0312000265,47.557,-122.395,375000,790,0,790,1250,5120,5120,0,0,1950,0,98136
1.5,3,4,20141211T000000,1,7,2938200040,47.2021,-122.002,224950,1630,0,1630,1420,9282,9282,0,0,1963,0,98022
1.5,3,4,20140829T000000,1,7,0114101161,47.7592,-122.23,480000,1220,880,2100,1610,67269,15999,0,0,1949,0,98028
2.75,4,3,20150326T000000,2,7,1862400353,47.6963,-122.367,721000,2210,480,2690,1620,5400,5400,0,0,1940,2009,98117
1,2,5,20140826T000000,1,6,0179000100,47.4927,-122.28,174000,600,0,600,1470,4854,5000,0,0,1922,0,98168
1,2,3,20141119T000000,1,6,7812800865,47.4925,-122.239,170000,810,0,810,950,9882,7200,0,0,1944,0,98178
1.5,3,3,20150115T000000,1.5,7,0809002390,47.6368,-122.351,658000,1660,0,1660,2200,3190,3240,0,0,1919,0,98109
2,3,4,20150327T000000,1,7,2925059294,47.6217,-122.192,860000,1200,680,1880,1290,8494,9128,0,0,1968,0,98004
1.5,4,4,20140618T000000,2,7,7574200210,47.3354,-122.031,407450,2310,0,2310,2020,68824,39900,0,0,1968,0,98010
1.5,4,4,20150130T000000,2,7,5634500775,47.7516,-122.237,615000,2650,0,2650,1960,34000,34000,0,0,1930,0,98028
3,4,3,20150407T000000,2,9,8965460090,47.5599,-122.118,920000,3130,0,3130,3250,12381,10049,0,0,1995,0,98006
1,2,4,20140710T000000,1,6,1796350300,47.3682,-122.096,195000,860,0,860,1390,10400,9086,0,0,1983,0,98042
1,3,5,20140718T000000,1,7,0428000150,47.5104,-122.171,269950,990,0,990,1370,9950,9260,0,0,1961,0,98056
3.5,4,3,20150119T000000,2,10,2323089009,47.4619,-121.744,855000,4030,0,4030,1830,1024068,11700,0,0,2006,0,98045
2.25,3,3,20140910T000000,3,8,3528900735,47.6413,-122.346,620000,1570,210,1780,1470,1429,1799,0,0,2007,0,98109
2,2,5,20141209T000000,1,7,3904100220,47.5317,-122.276,276000,740,740,1480,1230,6075,6053,0,0,1919,0,98118
1,3,3,20140806T000000,1.5,6,0254000735,47.5122,-122.383,329000,1140,0,1140,1140,5258,5280,0,0,1911,0,98146
1.5,3,3,20141007T000000,1,7,7893205080,47.4202,-122.331,270000,1230,0,1230,1260,7500,7800,0,0,1962,0,98198
2.5,4,3,20141113T000000,2,9,4397010300,47.3828,-122.148,440000,3080,0,3080,2740,10646,9994,0,0,1993,0,98042
2.5,4,4,20141003T000000,2,10,1150000740,47.561,-122.018,639000,1990,0,1990,2580,8034,8034,0,0,1989,0,98029
1,1,4,20141010T000000,1,6,1926049141,47.734,-122.353,403500,700,0,700,1020,5621,5621,0,0,1945,0,98133
2.5,3,3,20141001T000000,2,9,7011201016,47.6373,-122.369,585000,1320,380,1700,1710,1156,1686,2,0,2002,0,98119
1,2,4,20140826T000000,1,6,3028200100,47.4801,-122.315,216000,860,0,860,990,9000,9975,0,0,1942,0,98168
2.5,3,3,20140911T000000,1,11,8081010040,47.5531,-122.131,1.15e+006,2160,1000,3160,3990,24437,11977,3,0,1991,0,98006
2,3,5,20150416T000000,1,8,3023049186,47.4468,-122.337,575000,1840,660,2500,2500,30056,30000,0,0,1954,0,98166
2.5,4,3,20141114T000000,2,9,8029900110,47.3959,-122.211,430000,3000,0,3000,3000,9460,8450,0,0,2001,0,98031
1,2,3,20150324T000000,1,7,9367200205,47.6627,-122.192,660000,1670,0,1670,1980,8195,7500,0,0,1954,1975,98033
1,2,3,20150413T000000,1,6,5550300205,47.5287,-122.367,338000,690,0,690,1000,6400,6400,0,0,1943,0,98126
2.75,4,3,20140529T000000,1,7,8820901415,47.7157,-122.284,400000,800,440,1240,1150,3867,7733,0,0,1987,0,98125
1,2,5,20150220T000000,1,6,6018500120,47.2008,-121.995,210000,900,0,900,1150,5000,5000,0,0,1930,1990,98022
1.75,4,5,20140522T000000,1.5,6,3826000665,47.4945,-122.303,305000,1400,800,2200,1520,8100,8100,0,0,1942,0,98168
1,2,3,20140820T000000,1,6,1025079086,47.6668,-121.892,365000,960,0,960,1830,223898,230868,0,0,1985,0,98014
2.75,5,3,20140629T000000,1,7,2621660040,47.5272,-122.276,325000,1300,830,2130,2130,6222,6222,0,0,1991,0,98118
1.75,4,4,20141210T000000,1,8,8731982550,47.3202,-122.384,245000,2020,0,2020,2320,8800,8000,0,0,1969,0,98023
1,3,4,20140926T000000,1,7,4324500180,47.3809,-122.287,182000,1060,0,1060,1060,7350,7350,0,0,1959,0,98032
1,2,3,20140603T000000,1,7,1702901485,47.5573,-122.282,440000,1130,100,1230,1260,6600,5060,0,0,1906,0,98118
2.25,3,3,20140731T000000,2,8,0251300110,47.3473,-122.314,225000,2510,0,2510,1870,12013,8017,0,0,1988,0,98003
2.25,3,3,20150114T000000,2,8,0251300110,47.3473,-122.314,358000,2510,0,2510,1870,12013,8017,0,0,1988,0,98003
2.5,5,4,20141202T000000,1.5,7,0461002615,47.6827,-122.376,580000,1530,1190,2720,1210,5000,5000,0,0,1939,0,98117
1.5,3,4,20150422T000000,1,7,8091401030,47.3516,-122.166,240000,1070,0,1070,1730,8886,9461,0,0,1984,0,98030
3.25,4,4,20150413T000000,1,8,3924500040,47.5595,-121.901,700000,3580,0,3580,2070,43093,43093,0,0,1990,0,98024
2.5,4,3,20140729T000000,2,8,9432900040,47.2082,-122.009,325000,2230,0,2230,2270,8500,8770,0,0,1994,0,98022
2.25,4,5,20141114T000000,1,7,2426049125,47.7318,-122.239,488000,1800,700,2500,2500,10890,7467,0,0,1978,0,98034
1,4,5,20140910T000000,1.5,8,2883201055,47.6838,-122.332,875000,1670,0,1670,1820,4600,4600,0,0,1906,0,98103
2.5,4,4,20140602T000000,2,8,1795900360,47.7279,-122.107,615000,2150,0,2150,2230,9070,8995,0,0,1985,0,98052
2.5,3,3,20141120T000000,2,7,9542830690,47.3658,-122.017,321000,2020,0,2020,2030,4183,4140,0,0,2012,0,98038
2.5,3,3,20140602T000000,2,9,1245500690,47.6938,-122.213,1.035e+006,2230,0,2230,1900,5750,8238,0,0,2003,0,98033
1,2,3,20150424T000000,1,6,7454000315,47.5158,-122.376,299500,740,0,740,740,6300,6300,0,0,1942,0,98126
1.5,4,4,20150414T000000,2,7,2426049113,47.7283,-122.238,459000,2020,0,2020,1770,9583,8625,0,0,1963,0,98034
2.5,3,3,20140912T000000,2,8,8665050450,47.5668,-122.005,435000,1730,0,1730,1730,4065,4094,0,0,1996,0,98029
1.75,3,4,20141010T000000,1,7,2787320620,47.4096,-122.172,222000,1370,0,1370,1850,8280,7820,0,0,1980,0,98031
1,4,3,20141027T000000,1.5,7,5100401411,47.6924,-122.321,485000,1210,0,1210,1340,6380,6380,0,0,1936,0,98115
3.5,5,3,20150429T000000,3,9,2767602855,47.6726,-122.39,750000,2160,0,2160,1750,2323,4650,0,0,2007,0,98107
2.25,3,3,20141222T000000,2,8,7575620750,47.3525,-122.304,266000,1550,0,1550,1650,6022,5627,0,0,1989,0,98003
1,2,4,20140602T000000,1,7,1529300115,47.6994,-122.354,455000,970,200,1170,2130,6000,6002,0,0,1941,0,98103
1.75,3,4,20150508T000000,2,7,0122029066,47.4189,-122.499,490000,2020,0,2020,1810,215622,215622,0,0,1975,0,98070
1.75,3,4,20150430T000000,1,7,8732130580,47.3054,-122.38,280000,1240,500,1740,1980,8625,8625,0,0,1978,0,98023
3.25,4,5,20140805T000000,2,9,1689400375,47.6385,-122.348,1.45e+006,2090,1010,3100,2110,3900,3900,2,0,1923,0,98109
1,4,3,20141217T000000,1.5,6,0985001321,47.4906,-122.309,291000,1140,450,1590,1000,24330,16228,0,0,1942,0,98168
3,5,3,20150417T000000,2,8,7987400475,47.5726,-122.373,745000,2400,0,2400,2250,10126,3946,3,0,1981,0,98126
2.5,3,3,20140807T000000,1,8,6383000820,47.691,-122.387,685900,2290,0,2290,1770,9142,8035,0,0,1972,0,98117
1.75,3,4,20140801T000000,1,7,1311400120,47.3413,-122.28,160000,1610,0,1610,1450,7392,7392,0,0,1964,0,98001
2.5,4,4,20150429T000000,1,8,1153000040,47.6147,-122.166,650000,1490,750,2240,2640,9934,11622,0,0,1968,0,98005
1,2,3,20150219T000000,1,6,7452500530,47.5198,-122.373,250000,850,0,850,850,6370,5170,0,0,1951,0,98126
1.5,2,3,20150218T000000,2,7,6300000212,47.7081,-122.342,265000,920,0,920,1110,1458,1598,0,0,1995,0,98133
3.25,5,3,20141105T000000,1,7,3332000530,47.551,-122.272,599000,1330,1260,2590,1560,6180,6180,0,0,1960,0,98118
1,3,3,20141105T000000,1.5,6,7657600195,47.4934,-122.237,199950,1340,0,1340,1210,7260,7260,0,0,1944,0,98178
2.75,4,3,20150428T000000,1,8,1102000237,47.5459,-122.265,712500,1420,1000,2420,3170,11201,9385,1,0,1948,1999,98118
1,2,4,20141022T000000,1,7,2887702070,47.6864,-122.311,490000,920,500,1420,1420,4305,4305,0,0,1941,0,98115
1,4,3,20140620T000000,1.5,7,6392001005,47.6854,-122.288,511500,1360,0,1360,1710,6000,6000,0,0,1917,0,98115
1,3,3,20150319T000000,1,6,1601600195,47.5293,-122.274,299000,1010,500,1510,1710,6200,8623,0,0,1955,0,98118
2.5,4,3,20140814T000000,1,9,3586500620,47.7537,-122.373,685000,2330,320,2650,3020,25248,23135,2,0,1954,0,98177
2,4,4,20140825T000000,1.5,7,6021502250,47.688,-122.383,597000,1720,400,2120,1760,4000,4000,0,0,1927,0,98117
1,3,3,20140908T000000,1,6,3830210220,47.3746,-122.183,210000,1200,0,1200,1200,7200,7420,0,0,1977,0,98030
2.5,4,5,20140530T000000,1,8,2568300266,47.704,-122.3,659000,2210,980,3190,1100,11375,8500,0,0,1946,0,98125
1,3,4,20140604T000000,1,7,3423600065,47.6756,-122.3,540000,1050,0,1050,1580,4160,3680,0,0,1925,0,98115
2,3,3,20150330T000000,1,7,3343300180,47.5337,-122.187,469000,1300,0,1300,2250,22605,10215,0,0,1998,0,98056
2.5,3,3,20150430T000000,1.5,9,3125079013,47.6067,-121.952,1.065e+006,3970,0,3970,3970,263538,194676,0,0,1991,0,98024
2.5,5,3,20140714T000000,1,9,6453900040,47.7707,-122.369,575000,1800,1190,2990,2800,7500,9860,2,0,1972,0,98177
